Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,248085,2,2,74,170,37,37,37.0,0.0,85,85,85.0,0.0,983.5338694399,16.1235060564,82695.0,143228.477433784,248081,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,8.0617530282,8.0617530282,37,85,56.2,26.2906827602,691.2,0,0,0,0,0,0,0,0,1,70.25,37.0,85.0,64,0,0,0,0,0,0,2,74,2,170,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,100,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20000.0,100.0,0.0,100,100,100,100.0,0.0,100,100,0,0.0,0.0,0,0,0,0,0,0,64,0,20000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,376,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,99142791,6,6,373,11595,373,0,62.16666667,152.2766123,5792,0,1932.5,2179.547086,120.7147779,0.121037545,9012981.0,29800000.0,99000000,0,99000000,19800000.0,44300000.0,99000000,0,147519,29503.8,59285.64805,135155,51,0,0,0,0,200,200,0.060518772,0.060518772,0,5792,920.6153846,1714.659079,2940055.756,0,0,0,0,1,0,0,0,1,997.3333333,62.16666667,1932.5,200,0,0,0,0,0,0,6,373,6,11595,251,235,1,32,4.0,0.0,4,4,99000000.0,0.0,99000000,99000000,DoS Hulk
443,5453110,9,5,588,3120,342,0,65.33333333,121.7610365,1448,0,624.0,735.0931914,679.9789478,2.567342306,419470.0,1365632.526,4959615,19,5453110,681638.75,1730497.178,4959615,19,303503,75875.75,87160.43708,153191,194,0,0,0,0,296,168,1.650434339,0.916907966,0,1448,247.2,489.075834,239195.1714,0,0,0,1,0,0,0,0,0,264.8571429,65.33333333,624.0,296,0,0,0,0,0,0,9,588,5,3120,29200,5592,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,10594882,11,10,2494,4507,1957,0,226.7272727273,584.7546649509,1413,0,450.7,627.4581969254,660.7907478347,1.9820890879,529744.1,2230681.53472811,10001729,1,10237850,1023785.0,3154640.50724393,10001729,240,10570353,1174483.66666667,3321185.33649855,10026233,1,0,0,0,0,360,328,1.0382371413,0.9438519466,0,1957,318.2272727273,590.8657032023,349122.279220779,0,0,0,1,0,0,0,0,0,333.380952381,226.7272727273,450.7,360,0,0,0,0,0,0,11,2494,10,4507,29200,17376,3,32,236121.0,0.0,236121,236121,10001729.0,0.0,10001729,10001729,BENIGN
53,242,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1338842.975,16528.92562,80.66666667,97.20768145,190,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,8264.46281,8264.46281,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,40,0,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50324,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,5208,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30683,2,2,84,284,42,42,42.0,0.0,142,142,142.0,0.0,11993.6120979044,130.3653488903,10227.6666666667,17709.6421571226,30677,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,65.1826744451,65.1826744451,42,142,82.0,54.7722557505,3000.0,0,0,0,0,0,0,0,0,1,102.5,42.0,142.0,64,0,0,0,0,0,0,2,84,2,284,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,380491,4,4,523,360,523,0,130.75,261.5,360,0,90.0,180.0,2320.6856403962,21.0254644657,54355.8571428572,84437.9429194967,225718,39,154773,51591.0,69503.1867686655,130666,177,356623,118874.333333333,101307.990555204,225757,24258,0,0,0,0,136,136,10.5127322328,10.5127322328,0,523,98.1111111111,198.9022652237,39562.1111111111,0,0,0,1,0,0,0,0,1,110.375,130.75,90.0,136,0,0,0,0,0,0,4,523,4,360,29200,939,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,235,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,59574.46809,12765.95745,117.5,50.20458146,153,82,235,235.0,0.0,235,235,0,0.0,0.0,0,0,1,0,0,0,64,20,8510.638298,4255.319149,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
56033,333,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,36036.03604,6006.006006,333.0,0.0,333,333,333,333.0,0.0,333,333,0,0.0,0.0,0,0,0,0,0,0,40,0,6006.006006,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,83,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,117353665,23,30,1203,12024,432,0,52.30434783,115.8754954,1460,0,400.8,595.0953213,112.710583,0.451626287,2256801.25,4122007.474,10000000,1,117000000,5334257.5,4921271.16,10000000,188,112000000,3857790.276,4903829.92,10000000,1,0,0,0,0,472,744,0.195988766,0.255637521,0,1460,244.9444444,479.9306717,230333.4497,0,0,0,1,0,0,0,0,1,249.5660377,52.30434783,400.8,472,0,0,0,0,0,0,23,1203,30,12024,8192,32,22,20,156534.75,489780.9288,1711798,14966,9622921.667,1310221.813,10000000,5462409,BENIGN
443,641211,5,5,718,706,405,0,143.6,173.4972622,533,0,141.2,229.3440647,2220.797834,15.59549041,71245.66667,92530.42782,194780,75,446356,111589.0,99220.29787,199196,384,450068,112517.0,130863.1627,246853,75,0,0,0,0,112,112,7.797745204,7.797745204,0,533,129.4545455,186.8819754,34924.87273,0,0,0,1,0,0,0,0,1,142.4,143.6,141.2,112,0,0,0,0,0,0,5,718,5,706,8192,11256,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,47753,2,2,70,326,35,35,35.0,0.0,163,163,163.0,0.0,8292.6727116621,83.7643708249,15917.6666666667,27564.1452313206,47746,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,64,41.8821854124,41.8821854124,35,163,86.2,70.1084873607,4915.2,0,0,0,0,0,0,0,0,1,107.75,35.0,163.0,40,0,0,0,0,0,0,2,70,2,326,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,85436130,8,5,324,11595,324,0,40.5,114.5512986,10136,0,2319.0,4414.366206,139.5077235,0.15216045,7119677.5,24600000.0,85300000,1,85300000,12200000.0,32200000.0,85300000,1,176516,44129.0,79505.01366,163037,188,0,0,0,0,264,168,0.0936372,0.05852325,0,10136,851.3571429,2700.327205,7291767.016,0,0,0,0,1,0,0,0,0,916.8461538,40.5,2319.0,264,0,0,0,0,0,0,8,324,5,11595,251,235,1,32,984.0,0.0,984,984,85300000.0,0.0,85300000,85300000,DoS Hulk
41402,61,1,1,187,6,187,187,187.0,0.0,6,6,6.0,0.0,3163934.426,32786.88525,61.0,0.0,61,61,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,16393.44262,16393.44262,6,187,126.6666667,104.5003987,10920.33333,0,0,0,0,1,1,0,0,1,190.0,187.0,6.0,32,0,0,0,0,0,0,1,187,1,6,220,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,117469786,16,14,590,248,590,0,36.875,147.5,248,0,17.71428571,66.28078799,7.133749269,0.255384819,4050682.276,4936802.878,10200000,59,117000000,7831319.067,4184049.316,10200000,32158,114000000,8786302.923,3554953.723,10200000,622,0,0,0,0,520,456,0.136205237,0.119179582,0,590,27.03225806,113.5709716,12898.36559,0,0,0,1,0,0,0,0,0,27.93333333,36.875,17.71428571,520,0,0,0,0,0,0,16,590,14,248,29200,942,1,32,179666.0,489077.495,1654290,31991,10200000.0,12156.55613,10200000,10200000,BENIGN
443,286130,13,11,1551,4915,960,0,119.3076923,260.2199021,1430,0,446.8181818,605.2936177,22598.11974,83.87795757,12440.43478,16068.53278,55951,1,286130,23844.16667,17007.49764,55951,48,224938,22493.8,33824.77454,92458,1,0,0,0,0,272,232,45.43389368,38.44406389,0,1430,258.64,464.8103448,216048.6567,0,0,0,1,0,0,0,0,0,269.4166667,119.3076923,446.8181818,272,0,0,0,0,0,0,13,1551,11,4915,8192,373,12,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,9727553,9,15,108,188,23,0,12.0,9.682458366,34,0,12.53333333,14.54975045,30.42902979,2.467218631,422937.087,1100921.538,3484617,1,6650161,831270.125,1541300.332,3527117,1,9727440,694817.1429,1359301.769,3484617,1,0,0,0,0,296,488,0.925206987,1.542011645,0,34,11.84,12.68424219,160.89,0,0,0,1,0,0,0,0,1,12.33333333,12.0,12.53333333,296,0,0,0,0,0,0,9,108,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
443,1,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52153,104,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,115384.6154,19230.76923,104.0,0.0,104,104,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,9615.384615,9615.384615,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,60,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,100516957,17,17,6566,664,3291,0,386.2352941,888.5278927,329,0,39.05882353,109.1395154,71.92816233,0.338251386,3045968.394,4636284.29,10000000,1,91000000,5688647.125,5100057.913,10000000,1,100000000,6280863.125,4946487.34,10000000,3,0,0,0,0,552,540,0.169125693,0.169125693,0,3291,206.5714286,639.1800025,408551.0756,0,0,0,1,0,0,0,0,1,212.6470588,386.2352941,39.05882353,552,0,0,0,0,0,0,17,6566,17,664,29200,10946,4,32,84627.1,194657.867,638633,22930,9967068.6,172979.4956,10000000,9475419,BENIGN
80,5344008,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.748501874,1781336.0,3084571.195,5343092,131,5344008,2672004.0,3777488.876,5343092,916,0,0.0,0.0,0,0,0,0,0,0,104,40,0.561376405,0.187125468,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - XSS
3766,44,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,136363.6364,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,22727.27273,22727.27273,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
